step,avg_rent,avg_travel,share_low_income,gentr_dispersion,displacements,vacancy_rate,aff_units,mkt_units,total_units
56,280.16491023883236,16.176800057572486,0.4207499998948125,0.40268822674418614,332,0.3948562783661119,3783,2827,6610
57,283.23398929988,16.05526980662593,0.42099999989475,0.3753251445086706,564,0.3948562783661119,3783,2827,6610
58,281.8334877907542,16.099899442024853,0.419499999895125,0.39629088277858193,426,0.3948562783661119,3783,2827,6610
59,283.49119420804755,15.941874897634621,0.418499999895375,0.3659517985611511,623,0.3948562783661119,3783,2827,6610
60,281.9444267126531,16.005714131944334,0.41899999989525,0.38873104434907,428,0.3948562783661119,3783,2827,6610
61,280.2569695743817,16.034355482457755,0.4179999998955,0.3991858974358975,333,0.3948562783661119,3783,2827,6610
62,279.4659434769999,16.041385011997907,0.41699999989575004,0.4097001424501425,225,0.3948562783661119,3783,2827,6610
63,280.1078975654016,16.006208674801663,0.41699999989575004,0.4057272727272727,223,0.3948562783661119,3783,2827,6610
64,281.3419072775724,15.916377606149265,0.41624999989593753,0.36727746478873247,447,0.3948562783661119,3783,2827,6610
65,280.48870755892386,16.015118178606432,0.41499999989625,0.38222323943661973,356,0.3948562783661119,3783,2827,6610
66,280.1931304289989,15.933057546794716,0.4147499998963125,0.37295435393258425,401,0.3948562783661119,3783,2827,6610
67,279.3205182358762,15.935142815190144,0.4147499998963125,0.38188165266106444,358,0.3948562783661119,3783,2827,6610
68,279.3885497936738,16.029993389269634,0.4147499998963125,0.364117812061711,449,0.3948562783661119,3783,2827,6610
69,277.89608872398156,16.074621898900883,0.4142499998964375,0.38225801952580185,337,0.3948562783661119,3783,2827,6610
70,277.58524978624143,16.130064234597175,0.4139999998965,0.37691573816156,312,0.3948562783661119,3783,2827,6610
71,277.6918173178011,16.132465196784636,0.413499999896625,0.37247160664819945,277,0.3948562783661119,3783,2827,6610
72,278.12844285040546,16.17506563850522,0.41299999989675,0.35631818181818187,306,0.3948562783661119,3783,2827,6610
73,278.5386315840209,16.0524225969692,0.4127499998968125,0.3430616438356163,368,0.3948562783661119,3783,2827,6610
74,277.95235303148206,16.098503606618877,0.4117499998970625,0.343992506811989,329,0.3948562783661119,3783,2827,6610
75,277.35770508584073,16.122650478835414,0.41099999989725,0.34943333333333326,230,0.3948562783661119,3783,2827,6610
76,277.42253768937593,16.076520272555943,0.4112499998971875,0.35611156462585036,273,0.3948562783661119,3783,2827,6610
77,277.1439666262236,16.079567604070824,0.4112499998971875,0.3661739130434781,186,0.3948562783661119,3783,2827,6610
78,278.21230563160236,16.03255518999143,0.4099999998975,0.3376402439024391,343,0.3948562783661119,3783,2827,6610
79,278.5281595781717,15.98715650898046,0.4102499998974375,0.3459565217391304,309,0.3948562783661119,3783,2827,6610
80,277.4970826433344,16.002440775474465,0.4097499998975625,0.363711096075778,228,0.3948562783661119,3783,2827,6610
81,277.1542613701718,16.035510927962918,0.4087499998978125,0.36783581081081074,157,0.3948562783661119,3783,2827,6610
82,278.5010967629753,15.962066958184655,0.408499999897875,0.3592135135135135,318,0.3948562783661119,3783,2827,6610
83,277.5561996726711,16.014400463999944,0.4077499998980625,0.371481081081081,205,0.3948562783661119,3783,2827,6610
84,277.6174852635489,16.029940235559746,0.407499999898125,0.3793783783783783,161,0.3948562783661119,3783,2827,6610
85,277.9700276030061,16.007900917926392,0.406499999898375,0.38092037786774624,126,0.3948562783661119,3783,2827,6610
86,278.61204420775005,15.99453472455962,0.4062499998984375,0.37780779569892464,153,0.3948562783661119,3783,2827,6610
87,279.71752532457623,15.932615166637625,0.4052499998986875,0.377075940860215,146,0.3948562783661119,3783,2827,6610
88,281.7634036833554,15.795288198238486,0.40499999989875,0.3300563758389262,435,0.3948562783661119,3783,2827,6610
89,280.0080611426011,15.860637247951134,0.4037499998990625,0.34943163538874,301,0.3948562783661119,3783,2827,6610
90,279.95368641412784,15.964961303896569,0.402499999899375,0.3358163538873995,373,0.3948562783661119,3783,2827,6610
91,279.42951221446503,15.898537082370208,0.40149999989962504,0.3336136363636363,369,0.3948562783661119,3783,2827,6610
92,278.39287768892973,15.91049365673438,0.40149999989962504,0.35013684913217624,245,0.3948562783661119,3783,2827,6610
93,278.1660329833366,15.93442950802961,0.40099999989975,0.3522350993377482,170,0.3948562783661119,3783,2827,6610
94,278.74708226366977,15.912428703672784,0.4007499998998125,0.3537367724867726,198,0.3948562783661119,3783,2827,6610
95,279.6592585972668,15.943498944934316,0.400499999899875,0.3254689564068691,317,0.3948562783661119,3783,2827,6610
96,278.9123012632879,15.951799933864391,0.3999999999,0.3358051519154557,339,0.3948562783661119,3783,2827,6610
97,277.49483734925724,15.977763117905086,0.39899999990025004,0.3447335092348286,224,0.3948562783661119,3783,2827,6610
98,277.44113398795247,16.015366037381995,0.3987499999003125,0.3290444444444445,252,0.3948562783661119,3783,2827,6610
99,277.33546144840113,15.966390990187952,0.3982499999004375,0.329565274151436,271,0.3948562783661119,3783,2827,6610
100,277.7756145347982,16.004079206137817,0.3982499999004375,0.32626466753585404,403,0.3948562783661119,3783,2827,6610
101,276.6832772964493,15.969929978637804,0.39699999990075,0.32471809895833326,348,0.3948562783661119,3783,2827,6610
102,275.36888940457925,16.018354961853056,0.3972499999006875,0.3359271781534461,230,0.3948562783661119,3783,2827,6610
103,275.5956112274824,16.04036107663495,0.3967499999008125,0.34042597402597397,172,0.3948562783661119,3783,2827,6610
104,276.9795736005526,15.94783797605218,0.395999999901,0.3238309492847855,289,0.3948562783661119,3783,2827,6610
105,276.5664305249513,15.85770183141501,0.395499999901125,0.322064850843061,309,0.3948562783661119,3783,2827,6610
106,276.13922498703425,15.87106705528203,0.394499999901375,0.3340862290862291,227,0.3948562783661119,3783,2827,6610
107,275.83629802753245,15.772104224630741,0.3937499999015625,0.34179589216944806,226,0.3948562783661119,3783,2827,6610
108,276.18822352261304,15.804746975339368,0.3937499999015625,0.33558823529411763,224,0.3948562783661119,3783,2827,6610
109,276.10384912716046,15.775794537219824,0.393499999901625,0.3406713554987212,260,0.3948562783661119,3783,2827,6610
110,275.7712919322443,15.803669952479746,0.3932499999016875,0.3483722860791826,187,0.3948562783661119,3783,2827,6610
111,276.04790283300656,15.742628717380025,0.392499999901875,0.3444220945083015,231,0.3948562783661119,3783,2827,6610
112,275.805766815863,15.71779718252689,0.3912499999021875,0.34230573248407636,218,0.3948562783661119,3783,2827,6610
113,275.2186494893348,15.758321046847396,0.390499999902375,0.3486850443599493,151,0.3948562783661119,3783,2827,6610
114,275.4222663524629,15.755729010428718,0.38974999990256254,0.3495550632911394,116,0.3948562783661119,3783,2827,6610
115,276.4744648048765,15.817401467047212,0.38974999990256254,0.3273097345132744,255,0.3948562783661119,3783,2827,6610
116,276.4222159539218,15.8365088937247,0.3899999999025,0.3419546027742749,210,0.3948562783661119,3783,2827,6610
117,276.5325812855697,15.835377716049216,0.38974999990256254,0.34124653215636835,165,0.3948562783661119,3783,2827,6610
118,276.97410717732697,15.834629724237507,0.38974999990256254,0.3429164572864323,146,0.3948562783661119,3783,2827,6610
119,277.12875685162743,15.818542537960656,0.38899999990275,0.34041572327044023,188,0.3948562783661119,3783,2827,6610
